,Aldaya(ES),Andros(FR),Bailleul(FR),Benesov(CZ),Bierun(PL),Eurodesserts(BE),Ferrières(FR),Issenheim(FR),Krasny(PL),LeMolay(FR),Mlc(FR),Ochsenfurt(ALL),Parets(ES),Rosenheim(ALL),Rotselaar(BE),Roumanie(RO),StJust(FR),Villecomtal(FR),Wevelgem(BE),0024 FR AIX (DC),0024 FR CHAPONNAY (DC),0024 FR LILPARK (DC),0024 FR METZ (DC),0024 FR PARIS NORD (DC),0024 FR PARIS SUD (DC),0024 FR TOULOUSE (DC),0024 FR TOURS (DC),0024 FR VALLET (DC),ACTIMEL,ACTIVIA,ALPRO,COTTAGE,DANACOL,DANETTE,DANIO,DANONE,DANONE YOGHURT,DANONINO,FJORD,GERVAIS,GERVITA,JOCKEY,LES 2 VACHES,LIGHT & FREE,OIKOS,TAILLEFINE,VELOUTE,Unnamed: 0,FLAG_CF,TRANSFORMABLE,INNO,IMPLUSE,Import_type,PREVISION_NATIONAL,COMMANDE_NATIONAL,ALLOUE_NATIONAL,LIVRE_NATIONAL,ECART_ALLOC_NATIONAL,RUPTURE_NATIONAL,RUPTURE_STKA_NATIONAL,NO_FORECAST_NAT,ECART_PREVISION_NAT,ECART_PREVISION_NAT_PERCENT,PREVISION,COMMANDE,ALLOUE,LIVRE,ECART_ALLOC,RUPTURE,RUPTURE_STKA,NO_FORECAST,ECART_PREVISON,ECART_PREVISION_PERCENT,CSL_ALLOC,CSL,PERTE_CSL_vs_ALLOC,CSL_ALLOC_NATIONAL,CSL_NATIONAL,PERTE_CSL_vs_ALLOC_NATIONAL,Cause_Pareto
928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047.0,0.0,0.0,1.0,0.0,0.0,4695.0,4368.0,4262.0,4087.0,175.0,281.0,106.0,0.0,-327.0,6.964856230031949,833.0,910.0,910.0,910.0,0.0,0.0,0.0,0.0,77.0,-9.243697478991596,100.0,100.0,0.0,97.57326007326007,93.56684981684981,4.006410256410264,Client
929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0,0.0,1.0,0.0,0.0,1.0,2010.0,1968.0,1870.0,1481.0,389.0,487.0,98.0,0.0,-42.0,2.08955223880597,265.0,266.0,221.0,221.0,0.0,45.0,45.0,0.0,1.0,-0.37735849056603776,83.0827067669173,83.0827067669173,0.0,95.02032520325204,75.2540650406504,19.766260162601625,Client
930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.0,0.0,1.0,0.0,0.0,1.0,2010.0,1968.0,1870.0,1481.0,389.0,487.0,98.0,0.0,-42.0,2.08955223880597,186.0,188.0,188.0,0.0,188.0,188.0,0.0,0.0,2.0,-1.075268817204301,100.0,0.0,100.0,95.02032520325204,75.2540650406504,19.766260162601625,Client
931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,1.0,0.0,0.0,1.0,2010.0,1968.0,1870.0,1481.0,389.0,487.0,98.0,0.0,-42.0,2.08955223880597,387.0,382.0,381.0,380.0,1.0,2.0,1.0,0.0,-5.0,1.2919896640826871,99.73821989528795,99.47643979057592,0.2617801047120309,95.02032520325204,75.2540650406504,19.766260162601625,Client
932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1051.0,0.0,1.0,0.0,0.0,1.0,2010.0,1968.0,1870.0,1481.0,389.0,487.0,98.0,0.0,-42.0,2.08955223880597,426.0,420.0,420.0,420.0,0.0,0.0,0.0,0.0,-6.0,1.4084507042253518,100.0,100.0,0.0,95.02032520325204,75.2540650406504,19.766260162601625,Client
933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052.0,0.0,1.0,0.0,0.0,1.0,2010.0,1968.0,1870.0,1481.0,389.0,487.0,98.0,0.0,-42.0,2.08955223880597,59.0,96.0,46.0,0.0,46.0,96.0,50.0,0.0,37.0,-62.711864406779654,47.91666666666667,0.0,47.91666666666667,95.02032520325204,75.2540650406504,19.766260162601625,Client
934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053.0,0.0,1.0,0.0,0.0,1.0,2010.0,1968.0,1870.0,1481.0,389.0,487.0,98.0,0.0,-42.0,2.08955223880597,179.0,181.0,181.0,181.0,0.0,0.0,0.0,0.0,2.0,-1.1173184357541899,100.0,100.0,0.0,95.02032520325204,75.2540650406504,19.766260162601625,Client
935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054.0,0.0,1.0,0.0,0.0,1.0,2010.0,1968.0,1870.0,1481.0,389.0,487.0,98.0,0.0,-42.0,2.08955223880597,245.0,237.0,237.0,229.0,8.0,8.0,0.0,0.0,-8.0,3.26530612244898,100.0,96.62447257383964,3.375527426160346,95.02032520325204,75.2540650406504,19.766260162601625,Client
936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,0.0,1.0,0.0,0.0,1.0,2010.0,1968.0,1870.0,1481.0,389.0,487.0,98.0,0.0,-42.0,2.08955223880597,72.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,-22.0,30.555555555555557,100.0,100.0,0.0,95.02032520325204,75.2540650406504,19.766260162601625,Client
937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,0.0,1.0,0.0,0.0,1.0,2010.0,1968.0,1870.0,1481.0,389.0,487.0,98.0,0.0,-42.0,2.08955223880597,191.0,148.0,146.0,0.0,146.0,148.0,2.0,0.0,-43.0,22.51308900523561,98.64864864864865,0.0,98.64864864864865,95.02032520325204,75.2540650406504,19.766260162601625,Client
938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057.0,0.0,0.0,0.0,0.0,1.0,1589.0,1718.0,1586.0,1586.0,0.0,132.0,132.0,0.0,129.0,-8.118313404657018,81.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,-1.0,1.2345679012345678,100.0,100.0,0.0,92.31664726426077,92.31664726426077,0.0,Client
939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.0,0.0,0.0,0.0,0.0,1.0,1589.0,1718.0,1586.0,1586.0,0.0,132.0,132.0,0.0,129.0,-8.118313404657018,35.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,-2.0,5.7142857142857135,100.0,100.0,0.0,92.31664726426077,92.31664726426077,0.0,Client
940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059.0,0.0,0.0,0.0,0.0,1.0,1589.0,1718.0,1586.0,1586.0,0.0,132.0,132.0,0.0,129.0,-8.118313404657018,98.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,-18.0,18.367346938775512,100.0,100.0,0.0,92.31664726426077,92.31664726426077,0.0,Client
941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.0,0.0,0.0,0.0,0.0,1.0,1589.0,1718.0,1586.0,1586.0,0.0,132.0,132.0,0.0,129.0,-8.118313404657018,129.0,142.0,142.0,142.0,0.0,0.0,0.0,0.0,13.0,-10.077519379844961,100.0,100.0,0.0,92.31664726426077,92.31664726426077,0.0,Client
942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061.0,0.0,0.0,0.0,0.0,1.0,1589.0,1718.0,1586.0,1586.0,0.0,132.0,132.0,0.0,129.0,-8.118313404657018,172.0,171.0,171.0,171.0,0.0,0.0,0.0,0.0,-1.0,0.5813953488372093,100.0,100.0,0.0,92.31664726426077,92.31664726426077,0.0,Client
943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062.0,0.0,0.0,0.0,0.0,1.0,1589.0,1718.0,1586.0,1586.0,0.0,132.0,132.0,0.0,129.0,-8.118313404657018,277.0,362.0,284.0,284.0,0.0,78.0,78.0,0.0,85.0,-30.685920577617324,78.45303867403315,78.45303867403315,0.0,92.31664726426077,92.31664726426077,0.0,Client
944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.0,0.0,0.0,0.0,0.0,1.0,1589.0,1718.0,1586.0,1586.0,0.0,132.0,132.0,0.0,129.0,-8.118313404657018,270.0,312.0,258.0,258.0,0.0,54.0,54.0,0.0,42.0,-15.555555555555555,82.69230769230771,82.69230769230771,0.0,92.31664726426077,92.31664726426077,0.0,Client
945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.0,0.0,0.0,0.0,0.0,1.0,1589.0,1718.0,1586.0,1586.0,0.0,132.0,132.0,0.0,129.0,-8.118313404657018,527.0,538.0,538.0,538.0,0.0,0.0,0.0,0.0,11.0,-2.0872865275142316,100.0,100.0,0.0,92.31664726426077,92.31664726426077,0.0,Client
946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065.0,0.0,0.0,0.0,0.0,1.0,2742.0,2543.0,1899.0,1892.0,7.0,651.0,644.0,0.0,-199.0,7.25747629467542,431.0,497.0,497.0,497.0,0.0,0.0,0.0,0.0,66.0,-15.313225058004642,100.0,100.0,0.0,74.67558002359421,74.40031458906803,0.2752654345261476,Client
947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.0,0.0,0.0,0.0,0.0,1.0,2742.0,2543.0,1899.0,1892.0,7.0,651.0,644.0,0.0,-199.0,7.25747629467542,34.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,74.67558002359421,74.40031458906803,0.2752654345261476,Client
948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1067.0,0.0,0.0,0.0,0.0,1.0,2742.0,2543.0,1899.0,1892.0,7.0,651.0,644.0,0.0,-199.0,7.25747629467542,300.0,276.0,276.0,276.0,0.0,0.0,0.0,0.0,-24.0,8.0,100.0,100.0,0.0,74.67558002359421,74.40031458906803,0.2752654345261476,Client
949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.0,0.0,0.0,0.0,0.0,1.0,2742.0,2543.0,1899.0,1892.0,7.0,651.0,644.0,0.0,-199.0,7.25747629467542,245.0,288.0,288.0,288.0,0.0,0.0,0.0,0.0,43.0,-17.551020408163268,100.0,100.0,0.0,74.67558002359421,74.40031458906803,0.2752654345261476,Client
950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,1.0,2742.0,2543.0,1899.0,1892.0,7.0,651.0,644.0,0.0,-199.0,7.25747629467542,196.0,195.0,195.0,195.0,0.0,0.0,0.0,0.0,-1.0,0.5102040816326531,100.0,100.0,0.0,74.67558002359421,74.40031458906803,0.2752654345261476,Client
951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0,0.0,1.0,2742.0,2543.0,1899.0,1892.0,7.0,651.0,644.0,0.0,-199.0,7.25747629467542,289.0,287.0,277.0,274.0,3.0,13.0,10.0,0.0,-2.0,0.6920415224913494,96.51567944250871,95.47038327526131,1.0452961672473862,74.67558002359421,74.40031458906803,0.2752654345261476,Client
952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,0.0,0.0,0.0,0.0,1.0,2742.0,2543.0,1899.0,1892.0,7.0,651.0,644.0,0.0,-199.0,7.25747629467542,315.0,318.0,317.0,313.0,4.0,5.0,1.0,0.0,3.0,-0.9523809523809524,99.68553459119495,98.42767295597484,1.2578616352201235,74.67558002359421,74.40031458906803,0.2752654345261476,Client
953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1073.0,0.0,0.0,0.0,0.0,1.0,2742.0,2543.0,1899.0,1892.0,7.0,651.0,644.0,0.0,-199.0,7.25747629467542,643.0,648.0,15.0,15.0,0.0,633.0,633.0,0.0,5.0,-0.7776049766718507,2.314814814814815,2.314814814814815,0.0,74.67558002359421,74.40031458906803,0.2752654345261476,Client
954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.0,0.0,0.0,0.0,0.0,1.0,601.0,828.0,644.0,636.0,8.0,192.0,184.0,0.0,227.0,-37.77038269550749,213.0,213.0,210.0,203.0,7.0,10.0,3.0,0.0,0.0,0.0,98.59154929577466,95.30516431924885,3.2863849765258233,77.7777777777778,76.81159420289855,0.9661835748792384,Client
955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.0,0.0,0.0,0.0,0.0,1.0,601.0,828.0,644.0,636.0,8.0,192.0,184.0,0.0,227.0,-37.77038269550749,78.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,-11.0,14.102564102564099,100.0,100.0,0.0,77.7777777777778,76.81159420289855,0.9661835748792384,Client
956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107.0,0.0,0.0,0.0,0.0,1.0,601.0,828.0,644.0,636.0,8.0,192.0,184.0,0.0,227.0,-37.77038269550749,78.0,145.0,145.0,145.0,0.0,0.0,0.0,0.0,67.0,-85.8974358974359,100.0,100.0,0.0,77.7777777777778,76.81159420289855,0.9661835748792384,Client
957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108.0,0.0,0.0,0.0,0.0,1.0,601.0,828.0,644.0,636.0,8.0,192.0,184.0,0.0,227.0,-37.77038269550749,19.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,8.0,-42.10526315789474,100.0,100.0,0.0,77.7777777777778,76.81159420289855,0.9661835748792384,Client
958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.0,0.0,0.0,0.0,0.0,1.0,601.0,828.0,644.0,636.0,8.0,192.0,184.0,0.0,227.0,-37.77038269550749,0.0,163.0,42.0,42.0,0.0,121.0,121.0,1.0,163.0,10000.0,25.766871165644172,25.766871165644172,0.0,77.7777777777778,76.81159420289855,0.9661835748792384,Client
959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,0.0,0.0,0.0,0.0,1.0,601.0,828.0,644.0,636.0,8.0,192.0,184.0,0.0,227.0,-37.77038269550749,0.0,112.0,56.0,55.0,1.0,57.0,56.0,1.0,112.0,10000.0,50.0,49.10714285714285,0.8928571428571459,77.7777777777778,76.81159420289855,0.9661835748792384,Client
960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111.0,0.0,0.0,0.0,0.0,1.0,601.0,828.0,644.0,636.0,8.0,192.0,184.0,0.0,227.0,-37.77038269550749,0.0,101.0,97.0,97.0,0.0,4.0,4.0,1.0,101.0,10000.0,96.03960396039604,96.03960396039604,0.0,77.7777777777778,76.81159420289855,0.9661835748792384,Client
961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,0.0,0.0,0.0,0.0,1.0,860.0,1296.0,884.0,644.0,240.0,652.0,412.0,0.0,436.0,-50.69767441860465,281.0,282.0,282.0,183.0,99.0,99.0,0.0,0.0,1.0,-0.3558718861209965,100.0,64.8936170212766,35.106382978723396,68.20987654320987,49.69135802469136,18.51851851851852,Client
962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.0,0.0,0.0,0.0,0.0,1.0,860.0,1296.0,884.0,644.0,240.0,652.0,412.0,0.0,436.0,-50.69767441860465,17.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,-7.0,41.1764705882353,100.0,100.0,0.0,68.20987654320987,49.69135802469136,18.51851851851852,Client
963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.0,0.0,0.0,0.0,0.0,1.0,860.0,1296.0,884.0,644.0,240.0,652.0,412.0,0.0,436.0,-50.69767441860465,129.0,112.0,112.0,112.0,0.0,0.0,0.0,0.0,-17.0,13.178294573643413,100.0,100.0,0.0,68.20987654320987,49.69135802469136,18.51851851851852,Client
964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.0,0.0,0.0,0.0,0.0,1.0,860.0,1296.0,884.0,644.0,240.0,652.0,412.0,0.0,436.0,-50.69767441860465,122.0,213.0,190.0,183.0,7.0,30.0,23.0,0.0,91.0,-74.59016393442623,89.20187793427229,85.91549295774648,3.2863849765258233,68.20987654320987,49.69135802469136,18.51851851851852,Client
